AREA_NM,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MIN,AREA_PPLTN_MAX,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,NON_RESNT_PPLTN_RATE,REPLACE_YN,PPLTN_TIME,ROAD_MSG,ROAD_TRAFFIC_IDX,ROAD_TRFFIC_TIME,ROAD_TRAFFIC_SPD,ACDNT_CNTRL_CNT,WEATHER_TIME,TEMP,SENSIBLE_TEMP,MAX_TEMP,MIN_TEMP,HUMIDITY,WIND_DIRCT,WIND_SPD,PRECIPITATION,PRECPT_TYPE,PCP_MSG,SUNRISE,SUNSET,UV_INDEX_LVL,UV_INDEX,UV_MSG,PM25_INDEX,PM25,PM10_INDEX,PM10,AIR_IDX,AIR_IDX_MVL,AIR_IDX_MAIN,AIR_MSG,NEWS_LIST
국립중앙박물관·용산가족공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,45.9,54.1,0.0,9.0,10.5,15.2,20.6,18.7,14.4,11.6,8.6,91.4,N,2023-03-30 11:10,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,24,0,2023-03-30 11:41,17,18.7,20,6,25,ESE,1.6,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,39,보통,75,나쁨,101,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",
남산공원,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,20000,22000,47.3,52.7,0.2,9.7,24.5,17.1,16.9,16.0,10.1,5.3,21.7,78.3,N,2023-03-30 11:10,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,22,0,2023-03-30 11:41,17.4,18.7,20,5,32,ESE,2.7,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,34,보통,58,나쁨,120,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",
뚝섬한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,51.1,48.9,0.3,3.5,15.7,20.7,18.0,15.9,16.0,10.0,18.8,81.2,N,2023-03-30 11:10,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-30 11:45,33,0,2023-03-30 11:41,17,18.7,21,5,25,ESE,1.6,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,21,보통,46,보통,77,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
망원한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,50.7,49.3,0.1,2.2,15.6,19.5,20.1,18.9,14.4,9.2,12.4,87.6,N,2023-03-30 11:10,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-30 11:45,29,0,2023-03-30 11:41,15.6,16.8,20,6,41,SSE,2.5,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,55,보통,80,나쁨,147,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",
반포한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,57.1,42.9,0.2,2.3,10.0,17.3,20.8,21.7,16.0,11.8,2.8,97.2,N,2023-03-30 11:10,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-30 11:45,27,0,2023-03-30 11:41,17.2,18.8,20,5,36,N,1.9,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,42,보통,80,보통,98,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
북서울꿈의숲,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,43.7,56.3,0.8,3.0,10.8,15.4,17.5,19.1,18.6,14.8,31.8,68.2,N,2023-03-30 11:10,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,20,0,2023-03-30 11:41,18.1,19.9,21,5,24,ENE,1.5,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,38,보통,76,보통,86,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
서울대공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,43.2,56.8,0.1,5.8,9.5,16.6,15.1,16.2,18.5,18.3,9.4,90.6,N,2023-03-30 11:10,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-30 11:45,32,0,2023-03-30 11:41,18,19.7,21,5,26,NNE,1.8,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,42,보통,80,보통,98,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
서울숲공원,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,14000,16000,48.7,51.3,0.1,3.2,17.2,22.6,20.2,17.7,12.4,6.7,16.9,83.1,N,2023-03-30 11:10,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-30 11:45,30,0,2023-03-30 11:41,17,18.7,21,5,25,ESE,1.6,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,24,보통,54,보통,81,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
월드컵공원,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,5000,5500,54.8,45.2,0.2,3.3,10.0,17.9,21.0,19.5,15.9,12.3,15.2,84.8,N,2023-03-30 11:10,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-30 11:45,29,0,2023-03-30 11:41,17.2,19,20,5,28,SSE,1.5,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,55,보통,80,나쁨,147,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",
이촌한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,53.7,46.3,0.2,5.8,12.6,16.9,17.9,20.7,15.9,10.0,9.5,90.5,N,2023-03-30 11:10,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,24,0,2023-03-30 11:41,15.6,16.8,20,6,41,SSE,2.5,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,39,보통,75,나쁨,101,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",
잠실종합운동장,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2500,57.5,42.5,0.3,2.5,12.4,17.3,21.8,22.2,14.8,8.9,5.5,94.5,N,2023-03-30 11:15,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-30 11:45,30,0,2023-03-30 11:41,17.9,19.8,21,5,26,SSE,1.3,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,31,보통,70,보통,92,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
잠실한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,52.2,47.8,0.2,7.3,11.5,13.9,22.4,19.0,16.8,8.9,6.9,93.1,N,2023-03-30 11:15,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-30 11:45,42,0,2023-03-30 11:51,17.7,19.5,21,5,24,ESE,1.5,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,31,보통,70,보통,92,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
가로수길,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,26000,28000,44.2,55.8,0.2,3.5,24.3,28.2,19.9,12.3,7.0,4.5,33.9,66.1,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,20,0,2023-03-30 11:51,17.3,18.6,21,5,27,ESE,2.5,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,25,보통,54,보통,81,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,200,300,50.3,49.7,0.5,5.2,27.8,16.7,15.2,13.4,12.0,9.2,31.9,68.1,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,15,0,2023-03-30 11:51,18,19.5,20,5,32,ESE,2.1,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,42,나쁨,86,보통,95,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
노량진,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,53.7,46.3,0.1,3.9,34.2,19.0,14.4,13.3,8.9,6.2,21.5,78.5,N,2023-03-30 11:15,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-30 11:45,36,0,2023-03-30 11:51,17.3,19.2,20,5,20,SE,1.3,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,35,보통,69,보통,95,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,46.2,53.8,0.0,10.1,16.1,18.8,17.8,16.6,12.8,7.9,29.7,70.3,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,18,0,2023-03-30 11:51,18,19.5,20,5,32,ESE,2.1,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,32,보통,61,보통,92,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
성수카페거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,10000,12000,52.3,47.7,0.1,1.2,27.2,29.8,17.9,12.9,7.1,3.7,31.6,68.4,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,16,0,2023-03-30 11:51,17.3,18.6,21,5,27,ESE,2.5,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,24,보통,54,보통,81,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
수유리 먹자골목,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,44.4,55.6,0.1,2.7,19.3,15.7,16.5,18.8,15.1,11.8,32.5,67.5,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,15,0,2023-03-30 11:51,17.8,19.5,21,5,24,ENE,1.7,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,38,보통,76,보통,86,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
쌍문동 맛집거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,41.9,58.1,0.1,6.7,15.4,14.5,14.0,17.1,14.9,17.3,22.4,77.6,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,16,0,2023-03-30 11:51,17.8,19.5,21,5,24,ENE,1.7,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,나쁨,52,보통,74,보통,87,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
압구정로데오거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,22000,24000,40.1,59.9,0.1,2.3,28.6,30.6,19.6,10.1,5.3,3.3,36.7,63.3,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,18,0,2023-03-30 11:51,17.3,18.6,21,5,27,ESE,2.5,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,25,보통,54,보통,81,NO2,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
여의도,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,145000,150000,55.1,44.9,0.1,1.6,18.5,30.9,25.6,14.0,6.0,3.2,38.7,61.3,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,24,0,2023-03-30 11:51,15.8,17.2,20,6,39,S,2,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,32,보통,66,나쁨,135,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",
영등포 타임스퀘어,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,41.9,58.1,0.1,1.6,19.6,22.8,19.6,18.4,11.3,6.7,29.2,70.8,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-30 11:45,19,0,2023-03-30 11:51,15.8,17.2,20,6,39,S,2,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,32,보통,66,나쁨,135,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",
인사동·익선동,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,20000,22000,53.1,46.9,0.1,1.8,18.2,22.9,21.3,15.7,10.2,9.8,36.3,63.7,N,2023-03-30 11:15,해당 장소로 이동·진입시 시간이 오래 걸릴 수 있어요.,정체,2023-03-30 11:45,14,0,2023-03-30 11:51,18,19.5,20,5,32,ESE,2.1,-,없음,비 또는 눈 소식이 없어요.,06:22,18:52,4,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,보통,32,보통,61,보통,92,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
